iter	RMSE
236	15.03427881
237	14.9980459
238	14.9878577
239	14.97716271
240	14.95949759
241	14.94014969
242	14.92945007
243	14.90658086
244	14.88369035
245	14.87385402
246	14.86430515
247	14.84687549
248	14.82758514
249	14.81610559
250	14.78527074
251	14.729102
252	14.71225863
253	14.70705105
254	14.69805429
255	14.67088324
256	14.61698202
257	14.56559544
258	14.54570276
259	14.53687207
260	14.4880085
261	14.48323698
262	14.42393098
263	14.39623508
264	14.34701705
265	14.33842588
266	14.29491988
267	14.26892134
268	14.25274372
269	14.19906872
270	14.15887659
271	14.12051715
272	14.07305595
273	14.04456967
274	14.02140299
275	13.99284309
276	13.98715291
277	13.98283333
278	13.97217525
279	13.95955594
280	13.93382621
281	13.9188307
282	13.9046657
283	13.86193921
284	13.79423843
285	13.77934905
286	13.76936554
287	13.74270184
288	13.7269292
289	13.70377276
290	13.70170902
291	13.67950711
292	13.65947573
293	13.63391163
294	13.61230543
295	13.59135695
296	13.57247978
297	13.55231599
298	13.5387777
299	13.52950765
300	13.50999953
301	13.4898128
302	13.47516949
303	13.45307799
304	13.44949705
305	13.44186031
306	13.42976628
307	13.42106402
308	13.40829238
309	13.38959515
310	13.34683352
311	13.32890519
312	13.30924529
313	13.30082786
314	13.29272365
315	13.27883431
316	13.26751406
317	13.25353472
318	13.21526562
319	13.19792184
320	13.16961059
321	13.14789108
322	13.06597001
323	13.02649333
324	13.0098573
325	12.9898951
326	12.95682384
327	12.94325566
328	12.92730153
329	12.9158629
330	12.89904248
331	12.82925644
332	12.80733824
333	12.77179677
334	12.75660043
335	12.74446676
336	12.73231753
337	12.67326891
338	12.64764236
339	12.62884197
340	12.55065638
341	12.54375126
342	12.52760176
343	12.50484782
344	12.48925121
345	12.43278019
346	12.42125835
347	12.36654446
348	12.29247785
349	12.28294967
350	12.21651034
351	12.20722298
352	12.19675098
353	12.18255029
354	12.13035968
355	12.06121913
356	12.03963431
357	12.01996783
358	12.00732349
359	11.99819747
360	11.98935255
361	11.97935608
362	11.97076998
363	11.96244658
364	11.95013015
365	11.88270571
366	11.81689637
367	11.79404175
368	11.78229293
369	11.77873154
370	11.76980613
371	11.72340443
372	11.71996884
373	11.70548684
374	11.69911861
375	11.63578978
376	11.57427088
377	11.55266999
378	11.52564364
379	11.50550881
380	11.48874026
381	11.47202694
382	11.46790657
383	11.45215561
384	11.39630564
385	11.3837737
386	11.38080906
387	11.32646227
388	11.2592101
389	11.25090375
390	11.23787592
391	11.2210669
392	11.2060095
393	11.19151381
394	11.13511253
395	11.12285912
396	11.10228779
397	11.04730649
398	10.99698453
399	10.98505207
400	10.97095741
401	10.96264959
402	10.94872534
403	10.94250837
404	10.92533352
405	10.91491093
406	10.8985168
407	10.8925347
408	10.88221858
409	10.87358962
410	10.85350606
411	10.84198706
412	10.79253911
413	10.77682217
414	10.76547112
415	10.75812887
416	10.74714516
417	10.69635969
418	10.65066761
419	10.60409353
420	10.58177027
421	10.5778753
422	10.57078314
423	10.53282172
424	10.52489197
425	10.51748563
426	10.50604403
427	10.44674337
428	10.43364146
429	10.43033729
430	10.4265196
431	10.41356713
432	10.39576627
433	10.37887213
434	10.36003279
435	10.35743096
436	10.34904414
437	10.34547704
438	10.33748718
439	10.33402638
440	10.31992381
441	10.30609324
442	10.26015559
443	10.25488106
444	10.25271928
445	10.23666327
446	10.21608807
447	10.20620075
448	10.1992266
449	10.14585012
450	10.13043445
451	10.11616873
452	10.10656043
453	10.09439448
454	10.0856005
455	10.06437745
456	10.03197969
457	10.0213588
458	10.01152557
459	9.992765842
460	9.958896302
461	9.943314652
462	9.938447199
463	9.928481593
464	9.919341415
465	9.906530555
466	9.893311851
467	9.88703479
468	9.880124376
469	9.878068441
470	9.86973722
471	9.861611413
472	9.819472658
473	9.808138587
474	9.791593385
475	9.786910412
476	9.769079674
477	9.76187532
478	9.756597557
479	9.753754585
480	9.710738359
481	9.704570101
482	9.69090949
483	9.648934482
484	9.632404258
485	9.630259941
486	9.617457174
487	9.611005935
488	9.601652264
489	9.597134077
490	9.584882118
491	9.577847288
492	9.571681582
493	9.565726962
494	9.552339419
495	9.538252778
496	9.52584361
497	9.513740753
498	9.504331391
499	9.495351156
500	9.482918412
501	9.465036656
502	9.456332306
503	9.448101628
504	9.439125979
505	9.425805188
506	9.411061657
507	9.407293589
508	9.392006153
509	9.388577302
510	9.385746189
511	9.378130223
512	9.369401477
513	9.365984119
514	9.356082202
515	9.347879479
516	9.340236955
517	9.328396326
518	9.323756996
519	9.312902788
520	9.310770517
521	9.285443948
522	9.268807207
523	9.258180876
524	9.213617008
525	9.200689594
526	9.186528845
527	9.170761571
528	9.158432869
529	9.135919623
530	9.121024228
531	9.111208596
532	9.104903995
533	9.097182652
534	9.091306087
535	9.077621133
536	9.071901666
537	9.062086147
538	9.056633561
539	9.048067572
540	9.040316928
541	9.033395565
542	9.022460539
543	9.017362898
544	9.003021006
545	8.998202804
546	8.987895437
547	8.982857725
548	8.981157698
549	8.940148743
550	8.935279234
551	8.930501431
552	8.920236089
553	8.894154112
554	8.885020769
555	8.880378819
556	8.876807995
557	8.868721232
558	8.859198652
559	8.856836868
560	8.852380681
561	8.85159544
562	8.842828418
563	8.835103345
564	8.830655138
565	8.818937857
566	8.814615239
567	8.811032477
568	8.806838642
569	8.788465186
570	8.772711007
571	8.760242455
572	8.750060648
573	8.748169124
574	8.717925284
575	8.677257377
576	8.664965553
577	8.636439089
578	8.630250701
579	8.618368976
580	8.607409795
581	8.598439248
582	8.59529458
583	8.583945908
584	8.575721299
585	8.574038429
586	8.570080131
587	8.53609901
588	8.508006932
589	8.466238346
590	8.464708838
591	8.437086311
592	8.432364813
593	8.428796389
594	8.427315494
595	8.423886445
596	8.416096318
597	8.38054899
598	8.372934178
599	8.333590285
600	8.332234382
601	8.322245323
602	8.318773202
603	8.307200147
604	8.30165314
605	8.292383625
606	8.281009125
607	8.277217735
608	8.262534597
609	8.253096962
610	8.250662538
611	8.244028942
612	8.237476308
613	8.235160767
614	8.231696014
615	8.229556345
616	8.219057198
617	8.21566572
618	8.212198425
619	8.203894911
620	8.201893417
621	8.194846185
622	8.19108228
623	8.187919671
624	8.185742151
625	8.184056218
626	8.179538471
627	8.166735339
628	8.163527674
629	8.160496611
630	8.155080659
631	8.145432533
632	8.142491005
633	8.135729626
634	8.127571954
635	8.120259322
636	8.094187053
637	8.092841743
638	8.057630189
639	8.046025411
640	8.039865976
641	8.038567687
642	8.034390186
643	8.02344809
644	8.014643725
645	8.010605267
646	8.003955652
647	8.001920833
648	7.988536037
649	7.980119152
650	7.941935018
651	7.932475162
652	7.927750949
653	7.925401658
654	7.921650715
655	7.900595099
656	7.894190542
657	7.889543458
658	7.866179114
659	7.833729297
660	7.824062741
661	7.822645465
662	7.814766606
663	7.812675895
664	7.805146975
665	7.791564158
666	7.783563832
667	7.781242947
668	7.779826126
669	7.763799533
670	7.750815193
671	7.748622872
672	7.741874687
673	7.739830251
674	7.738627113
675	7.738154844
676	7.730656188
677	7.728586709
678	7.721274282
679	7.718352774
680	7.716629799
681	7.714691577
682	7.708533649
683	7.683502086
684	7.683037228
685	7.67443545
686	7.673163084
687	7.645579481
688	7.637382808
689	7.636029625
690	7.609346966
691	7.608220965
692	7.599776856
693	7.585121753
694	7.571563835
695	7.560288626
696	7.537322276
697	7.527657676
698	7.517527116
699	7.49177081
700	7.465777294
701	7.452721834
702	7.444164072
703	7.423561546
704	7.41415407
705	7.402304032
706	7.39435327
707	7.38279949
708	7.374956354
709	7.365930976
710	7.364393741
711	7.362902778
712	7.350209995
713	7.347227642
714	7.336534953
715	7.32464169
716	7.295431857
717	7.295067989
718	7.287858162
719	7.284431585
720	7.272148666
721	7.26924804
722	7.262367074
723	7.255240145
724	7.250763385
725	7.239568148
726	7.226002249
727	7.21690008
728	7.209091053
729	7.201990229
730	7.201640744
731	7.192486273
732	7.192153148
733	7.184540694
734	7.184248255
735	7.182891914
736	7.177921761
737	7.172230061
738	7.165380696
739	7.16509764
740	7.136826092
741	7.117624871
742	7.093347904
743	7.085019203
744	7.080550997
745	7.076703842
746	7.073904214
747	7.051644396
748	7.046852837
749	7.046000328
750	7.04327455
751	7.03784421
752	7.025521544
753	7.022871732
754	7.020820243
755	7.008931888
756	7.004178735
757	7.002878035
758	7.000301377
759	6.999536494
760	6.993290267
761	6.982987574
762	6.982248645
763	6.977542363
764	6.972460159
765	6.963670301
766	6.957259885
767	6.945450374
768	6.942842776
769	6.939619752
770	6.935254269
771	6.932049207
772	6.928082514
773	6.917173804
774	6.915911173
775	6.895128304
776	6.887257423
777	6.885775377
778	6.88302543
779	6.871975303
780	6.870958003
781	6.867670247
782	6.846423513
783	6.843572383
784	6.842674938
785	6.839630941
786	6.819797884
787	6.814485232
788	6.792707537
789	6.774478147
790	6.764300459
791	6.761336556
792	6.759200629
793	6.750781113
794	6.747368494
795	6.726714189
796	6.716088386
797	6.698801102
798	6.689241051
799	6.678218049
800	6.669385013
801	6.659313277
802	6.655079072
803	6.644721569
804	6.636774714
805	6.635869713
806	6.635051209
807	6.634263814
808	6.633565224
809	6.624368431
810	6.615382277
811	6.590775343
812	6.590016933
813	6.589342125
814	6.58722994
815	6.582629336
816	6.581099
817	6.576087059
818	6.566531513
819	6.563785102
820	6.56193997
821	6.56128986
822	6.560054139
823	6.546457999
824	6.537722275
825	6.536611361
826	6.536004917
827	6.521912088
828	6.518717291
829	6.510196032
830	6.507279932
831	6.503701025
832	6.495653692
833	6.49405911
834	6.491491072
835	6.482523345
836	6.464366666
837	6.456438185
838	6.448441698
839	6.421330229
840	6.420155652
841	6.409666393
842	6.40789577
843	6.402514576
844	6.380745804
845	6.373187668
846	6.367795242
847	6.347906024
848	6.328738748
849	6.326301327
850	6.319077815
851	6.306766527
852	6.284530283
853	6.258954204
854	6.256336351
855	6.253985802
856	6.253061883
857	6.252179294
858	6.251335756
859	6.250399013
860	6.240158704
861	6.238969384
862	6.237689138
863	6.233041764
864	6.226132016
865	6.223970368
866	6.222804628
867	6.221725806
868	6.217523527
869	6.208248297
870	6.204444693
871	6.194761715
872	6.193630266
873	6.189948399
874	6.187429636
875	6.162776362
876	6.161996968
877	6.16074492
878	6.158290733
879	6.137574888
880	6.136831905
881	6.13612546
882	6.135455573
883	6.133067991
884	6.131894211
885	6.124369446
886	6.120835401
887	6.09733383
888	6.092609617
889	6.089066551
890	6.088429746
891	6.08763627
892	6.081281723
893	6.079717236
894	6.07629426
895	6.072221691
896	6.057797811
897	6.049486929
898	6.042566609
899	6.027365131
900	6.026182777
901	6.025469378
902	6.013649872
903	5.994890072
904	5.986790892
905	5.985726434
906	5.973074965
907	5.962390817
908	5.960478404
909	5.95129756
910	5.947685384
911	5.931464515
912	5.919465743
913	5.916457861
914	5.909676695
915	5.898589875
916	5.896817793
917	5.89533729
918	5.891028917
919	5.889822379
920	5.887682074
921	5.884201509
922	5.870085844
923	5.864829257
924	5.85462378
925	5.850256484
926	5.849948643
927	5.849095933
928	5.84879898
929	5.847932384
930	5.842950052
931	5.842311594
932	5.839667574
933	5.838994132
934	5.832428476
935	5.827663894
936	5.82405944
937	5.823411269
938	5.822566713
939	5.816542063
940	5.816086788
941	5.815649275
942	5.814828462
943	5.808198263
944	5.805875726
945	5.800112409
946	5.797867371
947	5.794583409
948	5.776397967
949	5.764044897
950	5.760367542
951	5.758150214
952	5.754566661
953	5.751320725
954	5.747895041
955	5.746957261
956	5.731668275
957	5.712112479
958	5.707449725
959	5.703029141
960	5.701704949
961	5.692502462
962	5.691210839
963	5.690064612
964	5.680355061
965	5.679935034
966	5.666277446
967	5.656708734
968	5.653552523
969	5.652456021
970	5.64481703
971	5.643548642
972	5.638022725
973	5.636976228
974	5.633386033
975	5.632380726
976	5.631747334
977	5.62562661
978	5.620784778
979	5.614150394
980	5.608893137
981	5.603974945
982	5.600620594
983	5.598052851
984	5.589550077
985	5.584022144
986	5.580770444
987	5.577629533
988	5.56099185
989	5.541545437
990	5.536995416
991	5.527057834
992	5.525837223
993	5.524993755
994	5.521220036
995	5.515847594
996	5.5156302
997	5.514489261
998	5.511998625
999	5.510894772
